line	rxn	mol	mol_id	con_rxn	old_a	new_a
3900	elongate_3	ribosome	75	elongate_3	2.00000000e+00	1.00000000e+00
3900	elongate_3	ribosome	75	terminate	1.00000000e+00	2.00000000e+00
3901	initiate	ribosome	60	elongate_1	2.00000000e+00	3.00000000e+00
3902	elongate_3	ribosome	57	elongate_3	1.00000000e+00	0.00000000e+00
3902	elongate_3	ribosome	57	terminate	2.00000000e+00	3.00000000e+00
3903	terminate	ribosome	19	terminate	3.00000000e+00	2.00000000e+00
3904	terminate	ribosome	75	terminate	2.00000000e+00	1.00000000e+00
3905	terminate	ribosome	57	terminate	1.00000000e+00	0.00000000e+00
3906	initiate	ribosome	30	elongate_1	3.00000000e+00	4.00000000e+00
3907	elongate_1	ribosome	47	elongate_1	4.00000000e+00	3.00000000e+00
3907	elongate_1	ribosome	47	elongate_2	1.00000000e+00	2.00000000e+00
3908	elongate_2	ribosome	47	elongate_2	2.00000000e+00	1.00000000e+00
3908	elongate_2	ribosome	47	elongate_3	0.00000000e+00	1.00000000e+00
3909	elongate_1	ribosome	60	elongate_1	3.00000000e+00	2.00000000e+00
3909	elongate_1	ribosome	60	elongate_2	1.00000000e+00	2.00000000e+00
3910	elongate_1	ribosome	7	elongate_1	2.00000000e+00	1.00000000e+00
3910	elongate_1	ribosome	7	elongate_2	2.00000000e+00	3.00000000e+00
3912	initiate	ribosome	33	elongate_1	1.00000000e+00	2.00000000e+00
3913	elongate_2	ribosome	98	elongate_2	3.00000000e+00	2.00000000e+00
3913	elongate_2	ribosome	98	elongate_3	1.00000000e+00	2.00000000e+00
3914	elongate_1	ribosome	30	elongate_1	2.00000000e+00	1.00000000e+00
3914	elongate_1	ribosome	30	elongate_2	2.00000000e+00	3.00000000e+00
3915	elongate_2	ribosome	60	elongate_2	3.00000000e+00	2.00000000e+00
3915	elongate_2	ribosome	60	elongate_3	2.00000000e+00	3.00000000e+00
3916	initiate	ribosome	72	elongate_1	1.00000000e+00	2.00000000e+00
3917	elongate_3	ribosome	47	elongate_3	3.00000000e+00	2.00000000e+00
3917	elongate_3	ribosome	47	terminate	0.00000000e+00	1.00000000e+00
3918	elongate_3	ribosome	60	elongate_3	2.00000000e+00	1.00000000e+00
3918	elongate_3	ribosome	60	terminate	1.00000000e+00	2.00000000e+00
3919	elongate_1	ribosome	72	elongate_1	2.00000000e+00	1.00000000e+00
3919	elongate_1	ribosome	72	elongate_2	2.00000000e+00	3.00000000e+00
3920	terminate	ribosome	47	terminate	2.00000000e+00	1.00000000e+00
3921	elongate_2	ribosome	72	elongate_2	3.00000000e+00	2.00000000e+00
3921	elongate_2	ribosome	72	elongate_3	1.00000000e+00	2.00000000e+00
3922	elongate_3	ribosome	98	elongate_3	2.00000000e+00	1.00000000e+00
3922	elongate_3	ribosome	98	terminate	1.00000000e+00	2.00000000e+00
3923	elongate_3	ribosome	72	elongate_3	1.00000000e+00	0.00000000e+00
3923	elongate_3	ribosome	72	terminate	2.00000000e+00	3.00000000e+00
3924	terminate	ribosome	98	terminate	3.00000000e+00	2.00000000e+00
3925	initiate	ribosome	55	elongate_1	1.00000000e+00	2.00000000e+00
3926	initiate	ribosome	82	elongate_1	2.00000000e+00	3.00000000e+00
3927	elongate_2	ribosome	30	elongate_2	2.00000000e+00	1.00000000e+00
3927	elongate_2	ribosome	30	elongate_3	0.00000000e+00	1.00000000e+00
3928	elongate_1	ribosome	33	elongate_1	3.00000000e+00	2.00000000e+00
3928	elongate_1	ribosome	33	elongate_2	1.00000000e+00	2.00000000e+00
3929	initiate	ribosome	24	elongate_1	2.00000000e+00	3.00000000e+00
3930	elongate_2	ribosome	7	elongate_2	2.00000000e+00	1.00000000e+00
3930	elongate_2	ribosome	7	elongate_3	1.00000000e+00	2.00000000e+00
3931	elongate_1	ribosome	82	elongate_1	3.00000000e+00	2.00000000e+00
3931	elongate_1	ribosome	82	elongate_2	1.00000000e+00	2.00000000e+00
3932	initiate	ribosome	69	elongate_1	2.00000000e+00	3.00000000e+00
3933	initiate	ribosome	58	elongate_1	3.00000000e+00	4.00000000e+00
3934	elongate_1	ribosome	58	elongate_1	4.00000000e+00	3.00000000e+00
3934	elongate_1	ribosome	58	elongate_2	2.00000000e+00	3.00000000e+00
3935	initiate	ribosome	85	elongate_1	3.00000000e+00	4.00000000e+00
3936	elongate_1	ribosome	55	elongate_1	4.00000000e+00	3.00000000e+00
3936	elongate_1	ribosome	55	elongate_2	3.00000000e+00	4.00000000e+00
3937	elongate_2	ribosome	33	elongate_2	4.00000000e+00	3.00000000e+00
3937	elongate_2	ribosome	33	elongate_3	2.00000000e+00	3.00000000e+00
3938	elongate_2	ribosome	82	elongate_2	3.00000000e+00	2.00000000e+00
3938	elongate_2	ribosome	82	elongate_3	3.00000000e+00	4.00000000e+00
3939	elongate_1	ribosome	24	elongate_1	3.00000000e+00	2.00000000e+00
3939	elongate_1	ribosome	24	elongate_2	2.00000000e+00	3.00000000e+00
3940	elongate_3	ribosome	33	elongate_3	4.00000000e+00	3.00000000e+00
3940	elongate_3	ribosome	33	terminate	2.00000000e+00	3.00000000e+00
3941	elongate_1	ribosome	69	elongate_1	2.00000000e+00	1.00000000e+00
3941	elongate_1	ribosome	69	elongate_2	3.00000000e+00	4.00000000e+00
3942	initiate	ribosome	38	elongate_1	1.00000000e+00	2.00000000e+00
3943	elongate_3	ribosome	30	elongate_3	3.00000000e+00	2.00000000e+00
3943	elongate_3	ribosome	30	terminate	3.00000000e+00	4.00000000e+00
3944	elongate_1	ribosome	85	elongate_1	2.00000000e+00	1.00000000e+00
3944	elongate_1	ribosome	85	elongate_2	4.00000000e+00	5.00000000e+00
3945	terminate	ribosome	72	terminate	4.00000000e+00	3.00000000e+00
3946	elongate_2	ribosome	55	elongate_2	5.00000000e+00	4.00000000e+00
3946	elongate_2	ribosome	55	elongate_3	2.00000000e+00	3.00000000e+00
3947	initiate	ribosome	54	elongate_1	1.00000000e+00	2.00000000e+00
3948	elongate_2	ribosome	24	elongate_2	4.00000000e+00	3.00000000e+00
3948	elongate_2	ribosome	24	elongate_3	3.00000000e+00	4.00000000e+00
3949	elongate_3	ribosome	55	elongate_3	4.00000000e+00	3.00000000e+00
3949	elongate_3	ribosome	55	terminate	3.00000000e+00	4.00000000e+00
3950	elongate_2	ribosome	85	elongate_2	3.00000000e+00	2.00000000e+00
3950	elongate_2	ribosome	85	elongate_3	3.00000000e+00	4.00000000e+00
3951	elongate_3	ribosome	82	elongate_3	4.00000000e+00	3.00000000e+00
3951	elongate_3	ribosome	82	terminate	4.00000000e+00	5.00000000e+00
3952	elongate_3	ribosome	24	elongate_3	3.00000000e+00	2.00000000e+00
3952	elongate_3	ribosome	24	terminate	5.00000000e+00	6.00000000e+00
3953	terminate	ribosome	33	terminate	6.00000000e+00	5.00000000e+00
3954	elongate_1	ribosome	38	elongate_1	2.00000000e+00	1.00000000e+00
3954	elongate_1	ribosome	38	elongate_2	2.00000000e+00	3.00000000e+00
3955	elongate_3	ribosome	7	elongate_3	2.00000000e+00	1.00000000e+00
3955	elongate_3	ribosome	7	terminate	5.00000000e+00	6.00000000e+00
3956	terminate	ribosome	82	terminate	6.00000000e+00	5.00000000e+00
3957	terminate	ribosome	60	terminate	5.00000000e+00	4.00000000e+00
3958	terminate	ribosome	55	terminate	4.00000000e+00	3.00000000e+00
3959	initiate	ribosome	29	elongate_1	1.00000000e+00	2.00000000e+00
3960	terminate	ribosome	7	terminate	3.00000000e+00	2.00000000e+00
3961	elongate_1	ribosome	29	elongate_1	2.00000000e+00	1.00000000e+00
3961	elongate_1	ribosome	29	elongate_2	3.00000000e+00	4.00000000e+00
3962	initiate	ribosome	19	elongate_1	1.00000000e+00	2.00000000e+00
3963	elongate_1	ribosome	54	elongate_1	2.00000000e+00	1.00000000e+00
3963	elongate_1	ribosome	54	elongate_2	4.00000000e+00	5.00000000e+00
3964	elongate_2	ribosome	38	elongate_2	5.00000000e+00	4.00000000e+00
3964	elongate_2	ribosome	38	elongate_3	1.00000000e+00	2.00000000e+00
3965	terminate	ribosome	30	terminate	2.00000000e+00	1.00000000e+00
3966	terminate	ribosome	24	terminate	1.00000000e+00	0.00000000e+00
3967	elongate_1	ribosome	19	elongate_1	1.00000000e+00	0.00000000e+00
3967	elongate_1	ribosome	19	elongate_2	4.00000000e+00	5.00000000e+00
3968	elongate_2	ribosome	54	elongate_2	5.00000000e+00	4.00000000e+00
3968	elongate_2	ribosome	54	elongate_3	2.00000000e+00	3.00000000e+00
3969	elongate_2	ribosome	29	elongate_2	4.00000000e+00	3.00000000e+00
3969	elongate_2	ribosome	29	elongate_3	3.00000000e+00	4.00000000e+00
3971	elongate_3	ribosome	38	elongate_3	4.00000000e+00	3.00000000e+00
3971	elongate_3	ribosome	38	terminate	0.00000000e+00	1.00000000e+00
3973	initiate	ribosome	12	elongate_1	0.00000000e+00	1.00000000e+00
3974	elongate_2	ribosome	58	elongate_2	3.00000000e+00	2.00000000e+00
3974	elongate_2	ribosome	58	elongate_3	3.00000000e+00	4.00000000e+00
3975	elongate_2	ribosome	19	elongate_2	2.00000000e+00	1.00000000e+00
3975	elongate_2	ribosome	19	elongate_3	4.00000000e+00	5.00000000e+00
3976	elongate_3	ribosome	54	elongate_3	5.00000000e+00	4.00000000e+00
3976	elongate_3	ribosome	54	terminate	1.00000000e+00	2.00000000e+00
3977	elongate_3	ribosome	29	elongate_3	4.00000000e+00	3.00000000e+00
3977	elongate_3	ribosome	29	terminate	2.00000000e+00	3.00000000e+00
3978	terminate	ribosome	54	terminate	3.00000000e+00	2.00000000e+00
3979	terminate	ribosome	29	terminate	2.00000000e+00	1.00000000e+00
3980	elongate_3	ribosome	58	elongate_3	3.00000000e+00	2.00000000e+00
3980	elongate_3	ribosome	58	terminate	1.00000000e+00	2.00000000e+00
3981	elongate_3	ribosome	19	elongate_3	2.00000000e+00	1.00000000e+00
3981	elongate_3	ribosome	19	terminate	2.00000000e+00	3.00000000e+00
3982	elongate_3	ribosome	85	elongate_3	1.00000000e+00	0.00000000e+00
3982	elongate_3	ribosome	85	terminate	3.00000000e+00	4.00000000e+00
3984	terminate	ribosome	58	terminate	4.00000000e+00	3.00000000e+00
3985	terminate	ribosome	19	terminate	3.00000000e+00	2.00000000e+00
3986	elongate_1	ribosome	12	elongate_1	1.00000000e+00	0.00000000e+00
3986	elongate_1	ribosome	12	elongate_2	1.00000000e+00	2.00000000e+00
3988	elongate_2	ribosome	69	elongate_2	2.00000000e+00	1.00000000e+00
3988	elongate_2	ribosome	69	elongate_3	0.00000000e+00	1.00000000e+00
3989	terminate	ribosome	38	terminate	2.00000000e+00	1.00000000e+00
3990	terminate	ribosome	85	terminate	1.00000000e+00	0.00000000e+00
3991	elongate_2	ribosome	12	elongate_2	1.00000000e+00	0.00000000e+00
3991	elongate_2	ribosome	12	elongate_3	1.00000000e+00	2.00000000e+00
3992	initiate	ribosome	41	elongate_1	0.00000000e+00	1.00000000e+00
3993	elongate_3	ribosome	69	elongate_3	2.00000000e+00	1.00000000e+00
3993	elongate_3	ribosome	69	terminate	0.00000000e+00	1.00000000e+00
3994	elongate_3	ribosome	12	elongate_3	1.00000000e+00	0.00000000e+00
3994	elongate_3	ribosome	12	terminate	1.00000000e+00	2.00000000e+00
3995	terminate	ribosome	12	terminate	2.00000000e+00	1.00000000e+00
3996	initiate	ribosome	91	elongate_1	1.00000000e+00	2.00000000e+00
3997	initiate	ribosome	56	elongate_1	2.00000000e+00	3.00000000e+00
3998	elongate_1	ribosome	91	elongate_1	3.00000000e+00	2.00000000e+00
3998	elongate_1	ribosome	91	elongate_2	0.00000000e+00	1.00000000e+00
3999	elongate_2	ribosome	91	elongate_2	1.00000000e+00	0.00000000e+00
3999	elongate_2	ribosome	91	elongate_3	0.00000000e+00	1.00000000e+00
4000	elongate_1	ribosome	41	elongate_1	2.00000000e+00	1.00000000e+00
4000	elongate_1	ribosome	41	elongate_2	0.00000000e+00	1.00000000e+00
4001	elongate_1	ribosome	56	elongate_1	1.00000000e+00	0.00000000e+00
4001	elongate_1	ribosome	56	elongate_2	1.00000000e+00	2.00000000e+00
4002	initiate	ribosome	101	elongate_1	0.00000000e+00	1.00000000e+00
4003	terminate	ribosome	69	terminate	1.00000000e+00	0.00000000e+00
4004	initiate	ribosome	6	elongate_1	1.00000000e+00	2.00000000e+00
4005	elongate_2	ribosome	56	elongate_2	2.00000000e+00	1.00000000e+00
4005	elongate_2	ribosome	56	elongate_3	1.00000000e+00	2.00000000e+00
4006	initiate	ribosome	70	elongate_1	2.00000000e+00	3.00000000e+00
4007	initiate	ribosome	48	elongate_1	3.00000000e+00	4.00000000e+00
4008	elongate_1	ribosome	6	elongate_1	4.00000000e+00	3.00000000e+00
4008	elongate_1	ribosome	6	elongate_2	1.00000000e+00	2.00000000e+00
4009	elongate_1	ribosome	70	elongate_1	3.00000000e+00	2.00000000e+00
4009	elongate_1	ribosome	70	elongate_2	2.00000000e+00	3.00000000e+00
4010	elongate_2	ribosome	70	elongate_2	3.00000000e+00	2.00000000e+00
4010	elongate_2	ribosome	70	elongate_3	2.00000000e+00	3.00000000e+00
4011	elongate_3	ribosome	70	elongate_3	3.00000000e+00	2.00000000e+00
4011	elongate_3	ribosome	70	terminate	0.00000000e+00	1.00000000e+00
4012	elongate_1	ribosome	101	elongate_1	2.00000000e+00	1.00000000e+00
4012	elongate_1	ribosome	101	elongate_2	2.00000000e+00	3.00000000e+00
4013	initiate	ribosome	90	elongate_1	1.00000000e+00	2.00000000e+00
4014	elongate_1	ribosome	48	elongate_1	2.00000000e+00	1.00000000e+00
4014	elongate_1	ribosome	48	elongate_2	3.00000000e+00	4.00000000e+00
4015	elongate_2	ribosome	101	elongate_2	4.00000000e+00	3.00000000e+00
4015	elongate_2	ribosome	101	elongate_3	2.00000000e+00	3.00000000e+00
4016	elongate_1	ribosome	90	elongate_1	1.00000000e+00	0.00000000e+00
4016	elongate_1	ribosome	90	elongate_2	3.00000000e+00	4.00000000e+00
4017	terminate	ribosome	70	terminate	1.00000000e+00	0.00000000e+00
4018	elongate_3	ribosome	91	elongate_3	3.00000000e+00	2.00000000e+00
4018	elongate_3	ribosome	91	terminate	0.00000000e+00	1.00000000e+00
4019	elongate_2	ribosome	90	elongate_2	4.00000000e+00	3.00000000e+00
4019	elongate_2	ribosome	90	elongate_3	2.00000000e+00	3.00000000e+00
4020	elongate_3	ribosome	90	elongate_3	3.00000000e+00	2.00000000e+00
4020	elongate_3	ribosome	90	terminate	1.00000000e+00	2.00000000e+00
4021	elongate_2	ribosome	6	elongate_2	3.00000000e+00	2.00000000e+00
4021	elongate_2	ribosome	6	elongate_3	2.00000000e+00	3.00000000e+00
4022	terminate	ribosome	91	terminate	2.00000000e+00	1.00000000e+00
4023	initiate	ribosome	24	elongate_1	0.00000000e+00	1.00000000e+00
4024	elongate_3	ribosome	56	elongate_3	3.00000000e+00	2.00000000e+00
4024	elongate_3	ribosome	56	terminate	1.00000000e+00	2.00000000e+00
4025	elongate_1	ribosome	24	elongate_1	1.00000000e+00	0.00000000e+00
4025	elongate_1	ribosome	24	elongate_2	2.00000000e+00	3.00000000e+00
4026	elongate_3	ribosome	101	elongate_3	2.00000000e+00	1.00000000e+00
4026	elongate_3	ribosome	101	terminate	2.00000000e+00	3.00000000e+00
4027	terminate	ribosome	56	terminate	3.00000000e+00	2.00000000e+00
4028	terminate	ribosome	101	terminate	2.00000000e+00	1.00000000e+00
4029	elongate_2	ribosome	41	elongate_2	3.00000000e+00	2.00000000e+00
4029	elongate_2	ribosome	41	elongate_3	1.00000000e+00	2.00000000e+00
4030	elongate_3	ribosome	6	elongate_3	2.00000000e+00	1.00000000e+00
4030	elongate_3	ribosome	6	terminate	1.00000000e+00	2.00000000e+00
4032	initiate	ribosome	74	elongate_1	0.00000000e+00	1.00000000e+00
4033	elongate_2	ribosome	24	elongate_2	2.00000000e+00	1.00000000e+00
4033	elongate_2	ribosome	24	elongate_3	1.00000000e+00	2.00000000e+00
4034	elongate_2	ribosome	48	elongate_2	1.00000000e+00	0.00000000e+00
4034	elongate_2	ribosome	48	elongate_3	2.00000000e+00	3.00000000e+00
4035	terminate	ribosome	90	terminate	2.00000000e+00	1.00000000e+00
4036	initiate	ribosome	65	elongate_1	1.00000000e+00	2.00000000e+00
4037	elongate_1	ribosome	74	elongate_1	2.00000000e+00	1.00000000e+00
4037	elongate_1	ribosome	74	elongate_2	0.00000000e+00	1.00000000e+00
4038	elongate_1	ribosome	65	elongate_1	1.00000000e+00	0.00000000e+00
4038	elongate_1	ribosome	65	elongate_2	1.00000000e+00	2.00000000e+00
4039	elongate_3	ribosome	41	elongate_3	3.00000000e+00	2.00000000e+00
4039	elongate_3	ribosome	41	terminate	1.00000000e+00	2.00000000e+00
4040	initiate	ribosome	59	elongate_1	0.00000000e+00	1.00000000e+00
4041	terminate	ribosome	6	terminate	2.00000000e+00	1.00000000e+00
4042	elongate_1	ribosome	59	elongate_1	1.00000000e+00	0.00000000e+00
4042	elongate_1	ribosome	59	elongate_2	2.00000000e+00	3.00000000e+00
4044	elongate_3	ribosome	48	elongate_3	2.00000000e+00	1.00000000e+00
4044	elongate_3	ribosome	48	terminate	1.00000000e+00	2.00000000e+00
4046	initiate	ribosome	71	elongate_1	0.00000000e+00	1.00000000e+00
4047	elongate_2	ribosome	65	elongate_2	3.00000000e+00	2.00000000e+00
4047	elongate_2	ribosome	65	elongate_3	1.00000000e+00	2.00000000e+00
4048	initiate	ribosome	66	elongate_1	1.00000000e+00	2.00000000e+00
4049	terminate	ribosome	48	terminate	2.00000000e+00	1.00000000e+00
4050	elongate_2	ribosome	59	elongate_2	2.00000000e+00	1.00000000e+00
4050	elongate_2	ribosome	59	elongate_3	2.00000000e+00	3.00000000e+00
4051	elongate_3	ribosome	24	elongate_3	3.00000000e+00	2.00000000e+00
4051	elongate_3	ribosome	24	terminate	1.00000000e+00	2.00000000e+00
4052	elongate_2	ribosome	74	elongate_2	1.00000000e+00	0.00000000e+00
4052	elongate_2	ribosome	74	elongate_3	2.00000000e+00	3.00000000e+00
4053	elongate_3	ribosome	59	elongate_3	3.00000000e+00	2.00000000e+00
4053	elongate_3	ribosome	59	terminate	2.00000000e+00	3.00000000e+00
4054	elongate_1	ribosome	71	elongate_1	2.00000000e+00	1.00000000e+00
4054	elongate_1	ribosome	71	elongate_2	0.00000000e+00	1.00000000e+00
4055	elongate_3	ribosome	74	elongate_3	2.00000000e+00	1.00000000e+00
4055	elongate_3	ribosome	74	terminate	3.00000000e+00	4.00000000e+00
4056	elongate_3	ribosome	65	elongate_3	1.00000000e+00	0.00000000e+00
4056	elongate_3	ribosome	65	terminate	4.00000000e+00	5.00000000e+00
4057	initiate	ribosome	98	elongate_1	1.00000000e+00	2.00000000e+00
4058	terminate	ribosome	59	terminate	5.00000000e+00	4.00000000e+00
4060	elongate_1	ribosome	66	elongate_1	2.00000000e+00	1.00000000e+00
4060	elongate_1	ribosome	66	elongate_2	1.00000000e+00	2.00000000e+00
4061	initiate	ribosome	99	elongate_1	1.00000000e+00	2.00000000e+00
4062	terminate	ribosome	65	terminate	4.00000000e+00	3.00000000e+00
4063	elongate_2	ribosome	66	elongate_2	2.00000000e+00	1.00000000e+00
4063	elongate_2	ribosome	66	elongate_3	0.00000000e+00	1.00000000e+00
4064	terminate	ribosome	24	terminate	3.00000000e+00	2.00000000e+00
4065	elongate_1	ribosome	99	elongate_1	2.00000000e+00	1.00000000e+00
4065	elongate_1	ribosome	99	elongate_2	1.00000000e+00	2.00000000e+00
4066	elongate_1	ribosome	98	elongate_1	1.00000000e+00	0.00000000e+00
4066	elongate_1	ribosome	98	elongate_2	2.00000000e+00	3.00000000e+00
4067	elongate_2	ribosome	98	elongate_2	3.00000000e+00	2.00000000e+00
4067	elongate_2	ribosome	98	elongate_3	1.00000000e+00	2.00000000e+00
4068	initiate	ribosome	69	elongate_1	0.00000000e+00	1.00000000e+00
4069	initiate	ribosome	95	elongate_1	1.00000000e+00	2.00000000e+00
4070	terminate	ribosome	74	terminate	2.00000000e+00	1.00000000e+00
4071	terminate	ribosome	41	terminate	1.00000000e+00	0.00000000e+00
4072	elongate_3	ribosome	98	elongate_3	2.00000000e+00	1.00000000e+00
4072	elongate_3	ribosome	98	terminate	0.00000000e+00	1.00000000e+00
4073	elongate_2	ribosome	71	elongate_2	2.00000000e+00	1.00000000e+00
4073	elongate_2	ribosome	71	elongate_3	1.00000000e+00	2.00000000e+00
4074	elongate_3	ribosome	71	elongate_3	2.00000000e+00	1.00000000e+00
4074	elongate_3	ribosome	71	terminate	1.00000000e+00	2.00000000e+00
4075	terminate	ribosome	71	terminate	2.00000000e+00	1.00000000e+00
4076	elongate_3	ribosome	66	elongate_3	1.00000000e+00	0.00000000e+00
4076	elongate_3	ribosome	66	terminate	1.00000000e+00	2.00000000e+00
4077	terminate	ribosome	98	terminate	2.00000000e+00	1.00000000e+00
4078	terminate	ribosome	66	terminate	1.00000000e+00	0.00000000e+00
4079	elongate_2	ribosome	99	elongate_2	1.00000000e+00	0.00000000e+00
4079	elongate_2	ribosome	99	elongate_3	0.00000000e+00	1.00000000e+00
4080	initiate	ribosome	23	elongate_1	2.00000000e+00	3.00000000e+00
4081	initiate	ribosome	93	elongate_1	3.00000000e+00	4.00000000e+00
4082	elongate_1	ribosome	95	elongate_1	4.00000000e+00	3.00000000e+00
4082	elongate_1	ribosome	95	elongate_2	0.00000000e+00	1.00000000e+00
4083	elongate_1	ribosome	23	elongate_1	3.00000000e+00	2.00000000e+00
4083	elongate_1	ribosome	23	elongate_2	1.00000000e+00	2.00000000e+00
4084	initiate	ribosome	96	elongate_1	2.00000000e+00	3.00000000e+00
4085	initiate	ribosome	29	elongate_1	3.00000000e+00	4.00000000e+00
4086	initiate	ribosome	30	elongate_1	4.00000000e+00	5.00000000e+00
4087	elongate_1	ribosome	93	elongate_1	5.00000000e+00	4.00000000e+00
4087	elongate_1	ribosome	93	elongate_2	2.00000000e+00	3.00000000e+00
4088	elongate_1	ribosome	30	elongate_1	4.00000000e+00	3.00000000e+00
4088	elongate_1	ribosome	30	elongate_2	3.00000000e+00	4.00000000e+00
4089	initiate	ribosome	20	elongate_1	3.00000000e+00	4.00000000e+00
4090	elongate_2	ribosome	23	elongate_2	4.00000000e+00	3.00000000e+00
4090	elongate_2	ribosome	23	elongate_3	1.00000000e+00	2.00000000e+00
4091	elongate_1	ribosome	29	elongate_1	4.00000000e+00	3.00000000e+00
4091	elongate_1	ribosome	29	elongate_2	3.00000000e+00	4.00000000e+00
4092	elongate_2	ribosome	95	elongate_2	4.00000000e+00	3.00000000e+00
4092	elongate_2	ribosome	95	elongate_3	2.00000000e+00	3.00000000e+00
4093	elongate_1	ribosome	69	elongate_1	3.00000000e+00	2.00000000e+00
4093	elongate_1	ribosome	69	elongate_2	3.00000000e+00	4.00000000e+00
4094	elongate_1	ribosome	20	elongate_1	2.00000000e+00	1.00000000e+00
4094	elongate_1	ribosome	20	elongate_2	4.00000000e+00	5.00000000e+00
4095	elongate_1	ribosome	96	elongate_1	1.00000000e+00	0.00000000e+00
4095	elongate_1	ribosome	96	elongate_2	5.00000000e+00	6.00000000e+00
4096	elongate_3	ribosome	23	elongate_3	3.00000000e+00	2.00000000e+00
4096	elongate_3	ribosome	23	terminate	0.00000000e+00	1.00000000e+00
4097	elongate_2	ribosome	20	elongate_2	6.00000000e+00	5.00000000e+00
4097	elongate_2	ribosome	20	elongate_3	2.00000000e+00	3.00000000e+00
4098	elongate_3	ribosome	95	elongate_3	3.00000000e+00	2.00000000e+00
4098	elongate_3	ribosome	95	terminate	1.00000000e+00	2.00000000e+00
4099	elongate_2	ribosome	96	elongate_2	5.00000000e+00	4.00000000e+00
4099	elongate_2	ribosome	96	elongate_3	2.00000000e+00	3.00000000e+00
4100	elongate_3	ribosome	20	elongate_3	3.00000000e+00	2.00000000e+00
4100	elongate_3	ribosome	20	terminate	2.00000000e+00	3.00000000e+00
4101	initiate	ribosome	81	elongate_1	0.00000000e+00	1.00000000e+00
4102	terminate	ribosome	95	terminate	3.00000000e+00	2.00000000e+00
4103	terminate	ribosome	23	terminate	2.00000000e+00	1.00000000e+00
4104	elongate_2	ribosome	30	elongate_2	4.00000000e+00	3.00000000e+00
4104	elongate_2	ribosome	30	elongate_3	2.00000000e+00	3.00000000e+00
4105	elongate_2	ribosome	69	elongate_2	3.00000000e+00	2.00000000e+00
4105	elongate_2	ribosome	69	elongate_3	3.00000000e+00	4.00000000e+00
4106	terminate	ribosome	20	terminate	1.00000000e+00	0.00000000e+00
4107	elongate_3	ribosome	99	elongate_3	4.00000000e+00	3.00000000e+00
4107	elongate_3	ribosome	99	terminate	0.00000000e+00	1.00000000e+00
4108	terminate	ribosome	99	terminate	1.00000000e+00	0.00000000e+00
4109	elongate_2	ribosome	93	elongate_2	2.00000000e+00	1.00000000e+00
4109	elongate_2	ribosome	93	elongate_3	3.00000000e+00	4.00000000e+00
4110	elongate_2	ribosome	29	elongate_2	1.00000000e+00	0.00000000e+00
4110	elongate_2	ribosome	29	elongate_3	4.00000000e+00	5.00000000e+00
4111	elongate_3	ribosome	96	elongate_3	5.00000000e+00	4.00000000e+00
4111	elongate_3	ribosome	96	terminate	0.00000000e+00	1.00000000e+00
4112	elongate_3	ribosome	93	elongate_3	4.00000000e+00	3.00000000e+00
4112	elongate_3	ribosome	93	terminate	1.00000000e+00	2.00000000e+00
4113	elongate_3	ribosome	69	elongate_3	3.00000000e+00	2.00000000e+00
4113	elongate_3	ribosome	69	terminate	2.00000000e+00	3.00000000e+00
4114	terminate	ribosome	69	terminate	3.00000000e+00	2.00000000e+00
4115	terminate	ribosome	96	terminate	2.00000000e+00	1.00000000e+00
4116	elongate_3	ribosome	30	elongate_3	2.00000000e+00	1.00000000e+00
4116	elongate_3	ribosome	30	terminate	1.00000000e+00	2.00000000e+00
4117	initiate	ribosome	61	elongate_1	1.00000000e+00	2.00000000e+00
4118	terminate	ribosome	30	terminate	2.00000000e+00	1.00000000e+00
4119	elongate_3	ribosome	29	elongate_3	1.00000000e+00	0.00000000e+00
4119	elongate_3	ribosome	29	terminate	1.00000000e+00	2.00000000e+00
4120	elongate_1	ribosome	61	elongate_1	2.00000000e+00	1.00000000e+00
4120	elongate_1	ribosome	61	elongate_2	0.00000000e+00	1.00000000e+00
4121	terminate	ribosome	93	terminate	2.00000000e+00	1.00000000e+00
4122	elongate_2	ribosome	61	elongate_2	1.00000000e+00	0.00000000e+00
4122	elongate_2	ribosome	61	elongate_3	0.00000000e+00	1.00000000e+00
4124	elongate_3	ribosome	61	elongate_3	1.00000000e+00	0.00000000e+00
4124	elongate_3	ribosome	61	terminate	1.00000000e+00	2.00000000e+00
4125	terminate	ribosome	61	terminate	2.00000000e+00	1.00000000e+00
4126	initiate	ribosome	45	elongate_1	1.00000000e+00	2.00000000e+00
4127	terminate	ribosome	29	terminate	1.00000000e+00	0.00000000e+00
4128	elongate_1	ribosome	81	elongate_1	2.00000000e+00	1.00000000e+00
4128	elongate_1	ribosome	81	elongate_2	0.00000000e+00	1.00000000e+00
4129	elongate_1	ribosome	45	elongate_1	1.00000000e+00	0.00000000e+00
4129	elongate_1	ribosome	45	elongate_2	1.00000000e+00	2.00000000e+00
4131	elongate_2	ribosome	81	elongate_2	2.00000000e+00	1.00000000e+00
4131	elongate_2	ribosome	81	elongate_3	0.00000000e+00	1.00000000e+00
4132	initiate	ribosome	52	elongate_1	0.00000000e+00	1.00000000e+00
4133	elongate_3	ribosome	81	elongate_3	1.00000000e+00	0.00000000e+00
4133	elongate_3	ribosome	81	terminate	0.00000000e+00	1.00000000e+00
4134	elongate_1	ribosome	52	elongate_1	1.00000000e+00	0.00000000e+00
